Minerali,per porzione,% RDA
Calcio,"41,4 mg","4,1 %"
Rame,"< 0,1 mg","4,0 %"
Ferro,"0,5 mg","3,4 %"
Magnesio,"12,9 mg","4,3 %"
Manganese,"< 0,1 mg","2,1 %"
Fosforo,"58,1 mg","8,3 %"
Potassio,"141,0 mg","7,0 %"
Selenio,"< 0,1 mg","10,0 %"
Zinco,"0,6 mg","9,1 %"
