Minerali,per porzione,% RDA
Calcio,"69,8 mg","7,0 %"
Rame,"< 0,1 mg","6,1 %"
Ferro,"0,4 mg","2,6 %"
Magnesio,"69,8 mg","23,3 %"
Manganese,"< 0,1 mg","1,4 %"
Fosforo,"431,6 mg","61,7 %"
Potassio,"909,1 mg","45,5 %"
Selenio,"< 0,1 mg","277,6 %"
Zinco,"0,8 mg","11,2 %"
