Valori nutrizionali,per porzione,% RDA
Valore calorico,220 kcal 919 kJ,"11,0 %"
Grassi,"13,6 g","20,9 %"
Grassi saturi,"3,4 g","15,5 %"
Grassi monoinsaturi,"3,1 g","10,8 %"
Grassi polinsaturi,"6,1 g","40,7 %"
Carboidrati,"21,4 g","8,0 %"
Zuccheri,"4,1 g","8,2 %"
Proteine,"4,0 g","5,5 %"
Fibre alimentari,"1,8 g","0,6 %"
Colesterolo,"33,6 mg","111,8 %"
Sodio,"1,6 g","0,3 %"
Acqua,"259,1 g","13,0 %"
