Minerali,per porzione,% RDA
Calcio,"18,0 mg","1,8 %"
Rame,"< 0,1 mg","8,0 %"
Ferro,"1,1 mg","7,4 %"
Magnesio,"24,0 mg","8,0 %"
Manganese,"0,3 mg","15,8 %"
Fosforo,"57,0 mg","8,1 %"
Potassio,"37,0 mg","1,9 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,6 mg","9,0 %"
