Minerali,per porzione,% RDA
Calcio,"142,4 mg","14,2 %"
Rame,"0,2 mg","22,6 %"
Ferro,"4,2 mg","27,8 %"
Magnesio,"89,7 mg","29,9 %"
Manganese,"0,5 mg","26,3 %"
Fosforo,"384,2 mg","54,9 %"
Potassio,"471,9 mg","23,6 %"
Selenio,"< 0,1 mg","43,6 %"
Zinco,"2,7 mg","37,9 %"
