Valori nutrizionali,per porzione,% RDA
Valore calorico,40 kcal 167 kJ,"2,0 %"
Grassi,"1,2 g","1,8 %"
Grassi saturi,"0,2 g","1,0 %"
Grassi monoinsaturi,"0,2 g","0,9 %"
Grassi polinsaturi,"0,6 g","4,3 %"
Carboidrati,"5,3 g","2,0 %"
Zuccheri,"1,2 g","2,5 %"
Proteine,"2,3 g","3,2 %"
Fibre alimentari,"1,1 g","0,4 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,7 g","0,1 %"
Acqua,"8,6 g","0,4 %"
