Minerali,per porzione,% RDA
Calcio,"44,0 mg","4,4 %"
Rame,"< 0,1 mg","4,4 %"
Ferro,"1,4 mg","9,1 %"
Magnesio,"20,0 mg","6,7 %"
Manganese,"0,1 mg","6,4 %"
Fosforo,"84,0 mg","12,0 %"
Potassio,"162,0 mg","8,1 %"
Selenio,"< 0,1 mg","37,3 %"
Zinco,"2,1 mg","30,3 %"
