Minerali,per porzione,% RDA
Calcio,"24,7 mg","2,5 %"
Rame,"0,1 mg","14,8 %"
Ferro,"3,4 mg","22,7 %"
Magnesio,"19,6 mg","6,5 %"
Manganese,"0,4 mg","21,4 %"
Fosforo,"101,2 mg","14,5 %"
Potassio,"152,2 mg","7,6 %"
Selenio,"< 0,1 mg","28,3 %"
Zinco,"0,7 mg","10,3 %"
