Valori nutrizionali,per porzione,% RDA
Valore calorico,268 kcal 1.124 kJ,"13,4 %"
Grassi,"12,8 g","19,7 %"
Grassi saturi,"3,6 g","16,2 %"
Grassi monoinsaturi,"5,1 g","17,6 %"
Grassi polinsaturi,"3,5 g","23,6 %"
Carboidrati,"31,7 g","11,8 %"
Zuccheri,"11,1 g","22,2 %"
Proteine,"6,7 g","9,2 %"
Fibre alimentari,"1,2 g","0,4 %"
Colesterolo,"36,6 mg","122,0 %"
Sodio,"1,9 g","0,4 %"
Acqua,"247,1 g","12,4 %"
