Minerali,per porzione,% RDA
Calcio,"14,2 mg","1,4 %"
Rame,"< 0,1 mg","1,8 %"
Ferro,"< 0,1 mg","0,5 %"
Magnesio,"21,4 mg","7,1 %"
Manganese,"< 0,1 mg","1,4 %"
Fosforo,"49,8 mg","7,1 %"
Potassio,"96,1 mg","4,8 %"
Selenio,"< 0,1 mg","7,1 %"
Zinco,"< 0,1 mg","0,5 %"
