Minerali,per porzione,% RDA
Calcio,"75,2 mg","7,5 %"
Rame,"0,1 mg","12,0 %"
Ferro,"2,8 mg","18,9 %"
Magnesio,"24,8 mg","8,3 %"
Manganese,"0,3 mg","16,2 %"
Fosforo,"124,7 mg","17,8 %"
Potassio,"214,8 mg","10,7 %"
Selenio,"< 0,1 mg","82,2 %"
Zinco,"2,4 mg","33,7 %"
