Minerali,per porzione,% RDA
Calcio,"130,5 mg","13,1 %"
Rame,"0,1 mg","10,5 %"
Ferro,"2,3 mg","15,0 %"
Magnesio,"54,0 mg","18,0 %"
Manganese,"0,5 mg","22,6 %"
Fosforo,"142,2 mg","20,3 %"
Potassio,"485,1 mg","24,3 %"
Selenio,"< 0,1 mg","4,2 %"
Zinco,"0,8 mg","11,7 %"
