Minerali,per porzione,% RDA
Calcio,"27,0 mg","2,7 %"
Rame,"< 0,1 mg","9,9 %"
Ferro,"0,8 mg","5,3 %"
Magnesio,"9,0 mg","3,0 %"
Manganese,"< 0,1 mg","1,7 %"
Fosforo,"28,0 mg","4,0 %"
Potassio,"280,0 mg","14,0 %"
Selenio,"< 0,1 mg","2,3 %"
Zinco,"0,1 mg","1,9 %"
