Valori nutrizionali,per porzione,% RDA
Valore calorico,211 kcal 884 kJ,"10,6 %"
Grassi,"11,2 g","17,2 %"
Grassi saturi,"2,6 g","11,7 %"
Grassi monoinsaturi,"2,3 g","8,1 %"
Grassi polinsaturi,"5,7 g","38,0 %"
Carboidrati,"15,4 g","5,8 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"13,3 g","18,3 %"
Fibre alimentari,"0,5 g","0,2 %"
Colesterolo,"30,9 mg","103,1 %"
Sodio,"0,5 g","< 0,1 %"
Acqua,"48,7 g","2,4 %"
