Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,3 mg","23,7 %"
Vitamina B11,"0,1 mg","27,8 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,2 mg","12,9 %"
Vitamina B3,"8,3 mg","51,6 %"
Vitamina B5,"1,6 mg","26,5 %"
Vitamina B6,"1,1 mg","79,3 %"
Vitamina C,"0,0 mg","0,0 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,4 mg","3,7 %"
Vitamina K,"0,0 mg","0,0 %"
