Minerali,per porzione,% RDA
Calcio,"43,0 mg","4,3 %"
Rame,"0,3 mg","27,8 %"
Ferro,"1,9 mg","13,0 %"
Magnesio,"35,4 mg","11,8 %"
Manganese,"0,5 mg","25,3 %"
Fosforo,"136,6 mg","19,5 %"
Potassio,"463,0 mg","23,1 %"
Selenio,"< 0,1 mg","2,5 %"
Zinco,"1,0 mg","14,5 %"
