Minerali,per porzione,% RDA
Calcio,"29,2 mg","2,9 %"
Rame,"0,3 mg","30,5 %"
Ferro,"5,2 mg","35,0 %"
Magnesio,"63,6 mg","21,2 %"
Manganese,"< 0,1 mg","3,2 %"
Fosforo,"506,2 mg","72,3 %"
Potassio,"829,5 mg","41,5 %"
Selenio,"< 0,1 mg","240,3 %"
Zinco,"11,7 mg","166,6 %"
