Valori nutrizionali,per porzione,% RDA
Valore calorico,154 kcal 644 kJ,"7,7 %"
Grassi,"4,4 g","6,8 %"
Grassi saturi,"0,8 g","3,5 %"
Grassi monoinsaturi,"0,8 g","2,7 %"
Grassi polinsaturi,"2,6 g","17,3 %"
Carboidrati,"24,5 g","9,2 %"
Zuccheri,"6,8 g","13,6 %"
Proteine,"4,4 g","6,0 %"
Fibre alimentari,"3,0 g","1,0 %"
Colesterolo,"5,0 mg","16,8 %"
Sodio,"1,8 g","0,3 %"
Acqua,"212,4 g","10,6 %"
