Minerali,per porzione,% RDA
Calcio,"21,3 mg","2,1 %"
Rame,"0,3 mg","28,5 %"
Ferro,"1,6 mg","10,4 %"
Magnesio,"46,9 mg","15,6 %"
Manganese,"0,3 mg","15,0 %"
Fosforo,"129,9 mg","18,6 %"
Potassio,"969,2 mg","48,5 %"
Selenio,"< 0,1 mg","3,6 %"
Zinco,"0,7 mg","10,0 %"
