Valori nutrizionali,per porzione,% RDA
Valore calorico,37 kcal 157 kJ,"1,9 %"
Grassi,"< 0,1 g","0,2 %"
Grassi saturi,"0,0 g","0,0 %"
Grassi monoinsaturi,"0,0 g","0,0 %"
Grassi polinsaturi,"0,0 g","0,0 %"
Carboidrati,"6,7 g","2,5 %"
Zuccheri,"0,2 g","0,4 %"
Proteine,"2,4 g","3,3 %"
Fibre alimentari,"6,1 g","2,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"78,0 g","3,9 %"
