Valori nutrizionali,per porzione,% RDA
Valore calorico,278 kcal 1.166 kJ,"13,9 %"
Grassi,"0,1 g","0,2 %"
Grassi saturi,"< 0,1 g","0,2 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"< 0,1 g","0,4 %"
Carboidrati,"74,9 g","27,9 %"
Zuccheri,"68,9 g","137,8 %"
Proteine,"0,9 g","1,3 %"
Fibre alimentari,"4,8 g","1,6 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"162,7 g","8,1 %"
