Valori nutrizionali,per porzione,% RDA
Valore calorico,651 kcal 2.725 kJ,"32,5 %"
Grassi,"6,3 g","9,7 %"
Grassi saturi,"0,9 g","4,0 %"
Grassi monoinsaturi,"1,9 g","6,6 %"
Grassi polinsaturi,"2,6 g","17,5 %"
Carboidrati,"143,3 g","53,5 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"21,7 g","29,7 %"
Fibre alimentari,"12,1 g","4,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"17,7 g","0,9 %"
