Valori nutrizionali,per porzione,% RDA
Valore calorico,193 kcal 809 kJ,"9,7 %"
Grassi,"0,7 g","1,1 %"
Grassi saturi,"0,1 g","0,7 %"
Grassi monoinsaturi,"< 0,1 g","0,3 %"
Grassi polinsaturi,"0,3 g","2,2 %"
Carboidrati,"44,3 g","16,5 %"
Zuccheri,"0,4 g","0,9 %"
Proteine,"3,5 g","4,9 %"
Fibre alimentari,"6,0 g","2,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"108,0 g","5,4 %"
