Minerali,per porzione,% RDA
Calcio,"4,0 mg","0,4 %"
Rame,"< 0,1 mg","2,0 %"
Ferro,"< 0,1 mg","0,7 %"
Magnesio,"0,8 mg","0,3 %"
Manganese,"< 0,1 mg","0,4 %"
Fosforo,"0,6 mg","< 0,1 %"
Potassio,"15,4 mg","0,8 %"
Selenio,"< 0,1 mg","1,3 %"
Zinco,"< 0,1 mg","0,2 %"
