Valori nutrizionali,per porzione,% RDA
Valore calorico,525 kcal 2.198 kJ,"26,3 %"
Grassi,"43,7 g","67,2 %"
Grassi saturi,"27,5 g","125,1 %"
Grassi monoinsaturi,"12,5 g","43,1 %"
Grassi polinsaturi,"1,4 g","9,2 %"
Carboidrati,"2,4 g","0,9 %"
Zuccheri,"0,9 g","1,7 %"
Proteine,"31,0 g","42,4 %"
Fibre alimentari,"0,1 g","< 0,1 %"
Colesterolo,"131,6 mg","438,7 %"
Sodio,"2,0 g","0,4 %"
Acqua,"54,7 g","2,7 %"
