Valori nutrizionali,per porzione,% RDA
Valore calorico,43 kcal 181 kJ,"2,2 %"
Grassi,"3,1 g","4,8 %"
Grassi saturi,"1,1 g","4,8 %"
Grassi monoinsaturi,"1,4 g","4,8 %"
Grassi polinsaturi,"0,5 g","3,4 %"
Carboidrati,"< 0,1 g","< 0,1 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"3,5 g","4,9 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"10,1 mg","33,7 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"1,9 g","< 0,1 %"
