Valori nutrizionali,per porzione,% RDA
Valore calorico,64 kcal 268 kJ,"3,2 %"
Grassi,"4,8 g","7,4 %"
Grassi saturi,"0,8 g","3,4 %"
Grassi monoinsaturi,"1,1 g","3,7 %"
Grassi polinsaturi,"2,6 g","17,0 %"
Carboidrati,"5,0 g","1,8 %"
Zuccheri,"< 0,1 g","0,1 %"
Proteine,"0,8 g","1,1 %"
Fibre alimentari,"0,9 g","0,3 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,1 g","< 0,1 %"
Acqua,"0,1 g","< 0,1 %"
