Minerali,per porzione,% RDA
Calcio,"87,5 mg","8,7 %"
Rame,"0,2 mg","20,8 %"
Ferro,"2,0 mg","13,2 %"
Magnesio,"23,1 mg","7,7 %"
Manganese,"0,6 mg","27,7 %"
Fosforo,"54,5 mg","7,8 %"
Potassio,"303,6 mg","15,2 %"
Selenio,"< 0,1 mg","5,0 %"
Zinco,"0,3 mg","4,5 %"
