Minerali,per porzione,% RDA
Calcio,"31,0 mg","3,1 %"
Rame,"0,2 mg","18,6 %"
Ferro,"2,4 mg","15,8 %"
Magnesio,"65,4 mg","21,8 %"
Manganese,"< 0,1 mg","2,8 %"
Fosforo,"533,2 mg","76,2 %"
Potassio,"698,3 mg","34,9 %"
Selenio,"< 0,1 mg","206,4 %"
Zinco,"5,1 mg","72,2 %"
