Valori nutrizionali,per porzione,% RDA
Valore calorico,842 kcal 3.526 kJ,"42,1 %"
Grassi,"62,0 g","95,5 %"
Grassi saturi,"24,7 g","112,3 %"
Grassi monoinsaturi,"26,8 g","92,5 %"
Grassi polinsaturi,"2,2 g","14,8 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"66,1 g","90,6 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"256,9 mg","856,3 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"117,7 g","5,9 %"
