Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,2 mg","13,9 %"
Vitamina B11,"< 0,1 mg","9,2 %"
Vitamina B12,"< 0,1 mg","147,2 %"
Vitamina B2,"0,8 mg","59,8 %"
Vitamina B3,"22,6 mg","141,2 %"
Vitamina B5,"2,9 mg","48,6 %"
Vitamina B6,"0,7 mg","52,8 %"
Vitamina C,"0,0 mg","0,0 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
