Minerali,per porzione,% RDA
Calcio,"3,2 mg","0,3 %"
Rame,"< 0,1 mg","2,5 %"
Ferro,"0,3 mg","1,7 %"
Magnesio,"8,4 mg","2,8 %"
Manganese,"< 0,1 mg","2,7 %"
Fosforo,"16,8 mg","2,4 %"
Potassio,"42,6 mg","2,1 %"
Selenio,"< 0,1 mg","0,5 %"
Zinco,"0,1 mg","1,9 %"
