Minerali,per porzione,% RDA
Calcio,"30,4 mg","3,0 %"
Rame,"0,1 mg","12,8 %"
Ferro,"1,7 mg","11,6 %"
Magnesio,"38,4 mg","12,8 %"
Manganese,"0,5 mg","25,4 %"
Fosforo,"91,2 mg","13,0 %"
Potassio,"59,2 mg","3,0 %"
Selenio,"< 0,1 mg","116,3 %"
Zinco,"1,0 mg","14,4 %"
