Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,2 mg","19,6 %"
Vitamina B11,"0,1 mg","27,6 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,2 mg","13,6 %"
Vitamina B3,"0,9 mg","5,7 %"
Vitamina B5,"0,5 mg","7,7 %"
Vitamina B6,"0,3 mg","20,9 %"
Vitamina C,"0,0 mg","0,0 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"1,5 mg","12,2 %"
Vitamina K,"0,0 mg","0,0 %"
