Valori nutrizionali,per porzione,% RDA
Valore calorico,111 kcal 466 kJ,"5,6 %"
Grassi,"4,9 g","7,5 %"
Grassi saturi,"3,0 g","13,7 %"
Grassi monoinsaturi,"0,0 g","0,0 %"
Grassi polinsaturi,"0,0 g","0,0 %"
Carboidrati,"16,0 g","6,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"1,9 g","2,5 %"
Fibre alimentari,"0,5 g","0,2 %"
Colesterolo,"16,8 mg","56,1 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"34,8 g","1,7 %"
