Valori nutrizionali,per porzione,% RDA
Valore calorico,573 kcal 2.398 kJ,"28,6 %"
Grassi,"3,5 g","5,3 %"
Grassi saturi,"0,9 g","4,1 %"
Grassi monoinsaturi,"0,3 g","1,0 %"
Grassi polinsaturi,"1,5 g","9,9 %"
Carboidrati,"99,6 g","37,2 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"39,8 g","54,6 %"
Fibre alimentari,"17,9 g","6,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"18,5 g","0,9 %"
