Minerali,per porzione,% RDA
Calcio,"4,2 mg","0,4 %"
Rame,"0,2 mg","16,5 %"
Ferro,"1,4 mg","9,3 %"
Magnesio,"5,6 mg","1,9 %"
Manganese,"< 0,1 mg","1,2 %"
Fosforo,"48,2 mg","6,9 %"
Potassio,"40,6 mg","2,0 %"
Selenio,"< 0,1 mg","37,9 %"
Zinco,"0,9 mg","13,1 %"
