Minerali,per porzione,% RDA
Calcio,"0,4 mg","< 0,1 %"
Rame,"0,0 mg","0,0 %"
Ferro,"< 0,1 mg","< 0,1 %"
Magnesio,"0,4 mg","0,1 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"0,7 mg","0,1 %"
Potassio,"2,6 mg","0,1 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,0 mg","0,0 %"
