Minerali,per porzione,% RDA
Calcio,"78,2 mg","7,8 %"
Rame,"< 0,1 mg","4,9 %"
Ferro,"3,2 mg","21,6 %"
Magnesio,"10,3 mg","3,4 %"
Manganese,"< 0,1 mg","1,5 %"
Fosforo,"134,3 mg","19,2 %"
Potassio,"112,2 mg","5,6 %"
Selenio,"< 0,1 mg","90,3 %"
Zinco,"1,2 mg","17,8 %"
