Minerali,per porzione,% RDA
Calcio,"882,0 mg","88,2 %"
Rame,"0,2 mg","17,6 %"
Ferro,"6,7 mg","44,8 %"
Magnesio,"159,6 mg","53,2 %"
Manganese,"1,3 mg","66,8 %"
Fosforo,"310,8 mg","44,4 %"
Potassio,"2.116,8 mg","105,8 %"
Selenio,"< 0,1 mg","14,0 %"
Zinco,"1,6 mg","22,8 %"
