Minerali,per porzione,% RDA
Calcio,"7,7 mg","0,8 %"
Rame,"< 0,1 mg","0,8 %"
Ferro,"0,3 mg","1,9 %"
Magnesio,"4,6 mg","1,5 %"
Manganese,"0,6 mg","28,0 %"
Fosforo,"3,6 mg","0,5 %"
Potassio,"22,4 mg","1,1 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,1 mg","2,1 %"
