Valori nutrizionali,per porzione,% RDA
Valore calorico,190 kcal 795 kJ,"9,5 %"
Grassi,"4,8 g","7,3 %"
Grassi saturi,"2,9 g","13,4 %"
Grassi monoinsaturi,"1,1 g","3,9 %"
Grassi polinsaturi,"0,2 g","1,5 %"
Carboidrati,"30,3 g","11,3 %"
Zuccheri,"23,9 g","47,8 %"
Proteine,"7,5 g","10,2 %"
Fibre alimentari,"1,8 g","0,6 %"
Colesterolo,"20,0 mg","66,7 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"205,4 g","10,3 %"
