Valori nutrizionali,per porzione,% RDA
Valore calorico,23 kcal 95 kJ,"1,1 %"
Grassi,"0,2 g","0,2 %"
Grassi saturi,"< 0,1 g","0,1 %"
Grassi monoinsaturi,"< 0,1 g","0,2 %"
Grassi polinsaturi,"< 0,1 g","0,4 %"
Carboidrati,"4,8 g","1,8 %"
Zuccheri,"0,2 g","0,3 %"
Proteine,"0,6 g","0,8 %"
Fibre alimentari,"0,2 g","< 0,1 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"0,2 g","< 0,1 %"
