Valori nutrizionali,per porzione,% RDA
Valore calorico,492 kcal 2.061 kJ,"24,6 %"
Grassi,"39,6 g","60,9 %"
Grassi saturi,"25,1 g","114,2 %"
Grassi monoinsaturi,"11,3 g","38,8 %"
Grassi polinsaturi,"1,2 g","7,9 %"
Carboidrati,"6,1 g","2,3 %"
Zuccheri,"6,1 g","12,2 %"
Proteine,"28,3 g","38,8 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"138,6 mg","462,0 %"
Sodio,"1,5 g","0,3 %"
Acqua,"50,2 g","2,5 %"
