Minerali,per porzione,% RDA
Calcio,"30,0 mg","3,0 %"
Rame,"0,3 mg","28,5 %"
Ferro,"1,2 mg","8,0 %"
Magnesio,"52,5 mg","17,5 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"30,0 mg","4,3 %"
Potassio,"337,5 mg","16,9 %"
Selenio,"< 0,1 mg","2,5 %"
Zinco,"1,0 mg","14,6 %"
