Minerali,per porzione,% RDA
Calcio,"20,9 mg","2,1 %"
Rame,"0,0 mg","0,0 %"
Ferro,"0,6 mg","3,8 %"
Magnesio,"0,0 mg","0,0 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"0,0 mg","0,0 %"
Potassio,"191,4 mg","9,6 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,0 mg","0,0 %"
