Minerali,per porzione,% RDA
Calcio,"25,0 mg","2,5 %"
Rame,"< 0,1 mg","5,1 %"
Ferro,"1,0 mg","6,5 %"
Magnesio,"9,5 mg","3,2 %"
Manganese,"0,3 mg","15,7 %"
Fosforo,"43,8 mg","6,3 %"
Potassio,"71,3 mg","3,6 %"
Selenio,"< 0,1 mg","25,4 %"
Zinco,"0,4 mg","5,2 %"
