Minerali,per porzione,% RDA
Calcio,"248,8 mg","24,9 %"
Rame,"< 0,1 mg","9,1 %"
Ferro,"1,5 mg","9,9 %"
Magnesio,"34,0 mg","11,3 %"
Manganese,"0,1 mg","5,9 %"
Fosforo,"229,1 mg","32,7 %"
Potassio,"440,3 mg","22,0 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"1,0 mg","14,3 %"
