Valori nutrizionali,per porzione,% RDA
Valore calorico,620 kcal 2.598 kJ,"31,0 %"
Grassi,"44,0 g","67,7 %"
Grassi saturi,"19,4 g","88,2 %"
Grassi monoinsaturi,"21,2 g","73,0 %"
Grassi polinsaturi,"3,2 g","21,3 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"56,0 g","76,7 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"194,9 mg","649,6 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"123,7 g","6,2 %"
