Valori nutrizionali,per porzione,% RDA
Valore calorico,403 kcal 1.687 kJ,"20,2 %"
Grassi,"15,2 g","23,4 %"
Carboidrati,"57,4 g","21,4 %"
Proteine,"8,2 g","11,2 %"
