Minerali,per porzione,% RDA
Calcio,"12,3 mg","1,2 %"
Rame,"< 0,1 mg","< 0,1 %"
Ferro,"0,4 mg","2,5 %"
Magnesio,"1,0 mg","0,3 %"
Manganese,"< 0,1 mg","0,4 %"
Fosforo,"41,6 mg","5,9 %"
Potassio,"10,6 mg","0,5 %"
Selenio,"< 0,1 mg","18,6 %"
Zinco,"0,3 mg","4,4 %"
