Minerali,per porzione,% RDA
Calcio,"13,4 mg","1,3 %"
Rame,"< 0,1 mg","0,2 %"
Ferro,"< 0,1 mg","0,5 %"
Magnesio,"1,1 mg","0,4 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"12,5 mg","1,8 %"
Potassio,"0,8 mg","< 0,1 %"
Selenio,"< 0,1 mg","0,8 %"
Zinco,"< 0,1 mg","0,5 %"
