Valori nutrizionali,per porzione,% RDA
Valore calorico,46 kcal 192 kJ,"2,3 %"
Grassi,"3,0 g","4,6 %"
Grassi saturi,"0,6 g","2,6 %"
Grassi monoinsaturi,"0,8 g","2,8 %"
Grassi polinsaturi,"1,3 g","8,6 %"
Carboidrati,"2,5 g","0,9 %"
Zuccheri,"< 0,1 g","< 0,1 %"
Proteine,"2,2 g","3,0 %"
Fibre alimentari,"0,3 g","0,1 %"
Colesterolo,"7,4 mg","24,8 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"6,3 g","0,3 %"
