Minerali,per porzione,% RDA
Calcio,"43,2 mg","4,3 %"
Rame,"< 0,1 mg","7,0 %"
Ferro,"0,4 mg","2,9 %"
Magnesio,"24,0 mg","8,0 %"
Manganese,"0,2 mg","11,6 %"
Fosforo,"98,4 mg","14,1 %"
Potassio,"518,4 mg","25,9 %"
Selenio,"< 0,1 mg","5,6 %"
Zinco,"0,3 mg","4,1 %"
