Minerali,per porzione,% RDA
Calcio,"15,1 mg","1,5 %"
Rame,"0,3 mg","25,2 %"
Ferro,"1,0 mg","6,9 %"
Magnesio,"5,0 mg","1,7 %"
Manganese,"0,5 mg","25,2 %"
Fosforo,"151,2 mg","21,6 %"
Potassio,"428,4 mg","21,4 %"
Selenio,"< 0,1 mg","19,3 %"
Zinco,"0,5 mg","7,2 %"
