Minerali,per porzione,% RDA
Calcio,"13,3 mg","1,3 %"
Rame,"< 0,1 mg","0,8 %"
Ferro,"0,2 mg","1,7 %"
Magnesio,"5,4 mg","1,8 %"
Manganese,"1,3 mg","63,1 %"
Fosforo,"2,2 mg","0,3 %"
Potassio,"21,4 mg","1,1 %"
Selenio,"< 0,1 mg","0,5 %"
Zinco,"< 0,1 mg","0,7 %"
