Minerali,per porzione,% RDA
Calcio,"14,9 mg","1,5 %"
Rame,"0,2 mg","15,1 %"
Ferro,"0,8 mg","5,4 %"
Magnesio,"17,4 mg","5,8 %"
Manganese,"0,2 mg","8,7 %"
Fosforo,"34,7 mg","5,0 %"
Potassio,"125,2 mg","6,3 %"
Selenio,"< 0,1 mg","2,5 %"
Zinco,"0,6 mg","8,3 %"
