Minerali,per porzione,% RDA
Calcio,"16,9 mg","1,7 %"
Rame,"< 0,1 mg","4,6 %"
Ferro,"0,6 mg","4,2 %"
Magnesio,"4,8 mg","1,6 %"
Manganese,"< 0,1 mg","1,3 %"
Fosforo,"36,2 mg","5,2 %"
Potassio,"53,0 mg","2,7 %"
Selenio,"< 0,1 mg","3,2 %"
Zinco,"0,2 mg","3,1 %"
