Minerali,per porzione,% RDA
Calcio,"61,1 mg","6,1 %"
Rame,"< 0,1 mg","9,4 %"
Ferro,"0,9 mg","6,3 %"
Magnesio,"54,5 mg","18,2 %"
Manganese,"0,3 mg","14,5 %"
Fosforo,"61,1 mg","8,7 %"
Potassio,"202,1 mg","10,1 %"
Selenio,"< 0,1 mg","2,8 %"
Zinco,"0,3 mg","4,6 %"
