Minerali,per porzione,% RDA
Calcio,"26,6 mg","2,7 %"
Rame,"0,3 mg","25,9 %"
Ferro,"0,6 mg","3,7 %"
Magnesio,"6,4 mg","2,1 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"126,0 mg","18,0 %"
Potassio,"168,0 mg","8,4 %"
Selenio,"< 0,1 mg","4,1 %"
Zinco,"0,4 mg","5,6 %"
