Valori nutrizionali,per porzione,% RDA
Valore calorico,633 kcal 2.652 kJ,"31,7 %"
Grassi,"62,0 g","95,4 %"
Grassi saturi,"53,4 g","242,7 %"
Carboidrati,"10,6 g","4,0 %"
Zuccheri,"6,4 g","12,8 %"
Proteine,"5,6 g","7,7 %"
Sale,"0,8 g","14,0 %"
Fibre alimentari,"13,7 g","4,6 %"
