Minerali,per porzione,% RDA
Calcio,"42,4 mg","4,2 %"
Rame,"0,3 mg","30,0 %"
Ferro,"2,2 mg","14,3 %"
Magnesio,"15,2 mg","5,1 %"
Manganese,"0,9 mg","45,5 %"
Fosforo,"100,0 mg","14,3 %"
Potassio,"381,8 mg","19,1 %"
Selenio,"< 0,1 mg","45,5 %"
Zinco,"0,9 mg","13,0 %"
