Minerali,per porzione,% RDA
Calcio,"38,4 mg","3,8 %"
Rame,"< 0,1 mg","8,0 %"
Ferro,"1,9 mg","12,7 %"
Magnesio,"11,2 mg","3,7 %"
Manganese,"0,2 mg","10,5 %"
Fosforo,"83,2 mg","11,9 %"
Potassio,"77,6 mg","3,9 %"
Selenio,"< 0,1 mg","30,1 %"
Zinco,"0,3 mg","4,1 %"
