Minerali,per porzione,% RDA
Calcio,"13,2 mg","1,3 %"
Rame,"< 0,1 mg","2,7 %"
Ferro,"0,4 mg","2,6 %"
Magnesio,"11,0 mg","3,7 %"
Manganese,"< 0,1 mg","2,1 %"
Fosforo,"99,4 mg","14,2 %"
Potassio,"116,6 mg","5,8 %"
Selenio,"< 0,1 mg","46,8 %"
Zinco,"0,8 mg","11,0 %"
